Id,Predicted
98fe72c173f642e29f9284f1769fd4f6,23개 제품의 포장을 개선했다. 한 상자에 7개 들어 있던 마켓오 리얼브라우니는 1개
1756f8a643124b52aa773a0f38b7b6fa,"시우, 다온' 7인으로 구축된 보이그룹 더스틴은 필리핀 바콜로드를 시작으로 kpop 아시아 투어를 전개하며 팬덤 구축을 한 상태이다. 더스틴은 현재 국내외 팬덤에 보답하기 위한 방침으로 적극적인 청소년 페스티벌 참여와 신보 발매 후 방송 준비에 여념이 없다. 얼마 전 '(사)한국 청소년 진흥협회'와 '1004 클럽 나눔 공동체' 홍보대사 위촉으로 남다른 민족관과 역사관을 가진 개념돌로 지속적인 성장을 하고 있으며, 음반 발매 전후로 더스틴의 세계관과 부합된 국내 및 해외 무대에 적극적인 프로모션을 가질 계획이다 또한 싱글 'BURN'으로 데뷔를 앞두고 있는 보이그룹 더스틴(LPA 엔터테인먼트"
1f1ef695105049079e093bae6f4ad8e7,〈
acbc4be5f9d04b76a30451f8c6baf277,37달러에서 36달러
393657048abd435b9059b00ed54dcc47,라틴어
08ee8dae9f6744cf91d79e0782426d33,에라스무스
0fd8aca8b9844e3d85e0379272600e3b,1409
fa773f05fd224cbab0327d1459e38f8a,‘위례 아이파크 1차’
89810801a2f446ef9ea0b74cdc478f3c,김현종
30a8f6b62fa142209b241d35e308002b,1977년 경희대 음대에서 교편을 잡은 뒤 서울대 음대를 거쳐 지금까지 학생들을 가르치고 있다. 이경선
4957b7070c3a463aaac97f0255ed0ab0,‘피어론
28b135ddc9374d0083abb9cf3d804017,포의 재물을 탐낸 제노바인 선단이 해적으로 돌변하여 란돌포의 재물을 몽땅
f544beba8dcb47f18d736f0ce69e28c0,피렌체
f7404b2ebbe64cdb803ab288ab0cf2d3,아내
c9a926ce025a45fa9ba655be4e613c8e,제르비
c2d94349ad524ef9acefbd092d75395b,룸
7a7d300bdf114e328e5731ce8cb460c5,척추뼈
7d65311b295c450eb58a9abffd178f97,횡격막
962e13268ecd46be82f1bbe431b4e939,척추뼈
841f03730b08435b9dd3ad98d1bd32c4,척추뼈
618afa926b90404da7780815c5f20d94,로버트 L. 캐롤
d644d5af17ff4c45bad483099735f791,인천
53b26110732243d5ba1e8c74aea31890,"‘반도유보라 아이비파크 3.0’(투시도)은 1135가구 모두가 전용 59~84㎡로만 이뤄졌다. 74, 84㎡에는 독립된 방이나 주방 팬트리(수납공간)로 활용 가능한 알파룸을 적용했다. 리베라CC 골프장과 수변공원이 단지를 감싸고 있어 조망권도 좋은 편이다.포스코건설이 경기 구리시"
f7846dedab094e7084e76803920655b4,감독원
f6a7e2d5748149e4b35315f3b2741893,8월 서울 코엑스에서 열린다. 베페는 포스트 코로나 시대의 새로운 육아 박람회 모습을 보여줄 것으로 예고해 눈길을 끈다. ㈜베페가 주최하는 국내 대표 임신·출산·육아 박람회 ‘제38회 베페 베이비페어(이하 베페)’가 서울 코엑스에서 8월 20일부터 23일까지 4일
6d4f9ce3236a4d26bbbb872e2e227891,색
7ae1f3d111ab4a30817469814b1df466,2
c1f164bec5174ff1bdbdec67fe5c0c53,13일
f117ddf79ac942e8a36d085f04c5a187,지지하지 않는 세력으로 나뉘어 다투었다. 이후 의회는 비타협파가
e48630c806314c8eb7a6d5d33eee1cc8,인도
6ebf82f3c71b435ea05dfee2c928407b,지동설
da61c942aa3a4d1aace17bede8589d9b,금성
43c2176877564e0e9d6a3e0eb75cc09e,요하네스 케플러
2a5012ee1b3c4c9eaa84d2452eeef485,지동설
0552a0dd25154503b017e6247045ff35,‘플로레스
21d569cd27bb4cf18085c5f94ea2bf23,23만건·2위) ‘레미제라블’(21만건
2a032687135a4b288a281ad6d8e2c5d0,각막 궤양
b945c52cd6644fe3bc92a6cb1c2803c4,크테시폰
03c9a81a94da47c4a891ee673f325544,1500만원
3302f6e9bc59434090a8f81d24e5514b,"아물라드의 아들이다.

궁정 부제로 지내던 중 1040년 12월 28일 마인츠의 대주교에 의해 밤베르크의 주교로 서임되었다. 1046년 그는 독일 왕 하인리히 3세가 이탈리아로 길을 떠날 때 수행하여, 12월에 소집된 수트리 교회회의에 참석했다. 수트리 교회회의는 베네딕토 9세와 실베스테르 3세의 폐위를 결의하는 한편 그레고리오 6세"
6eb7feed3c0046ba813182abe4f81b96,"인체의 면역체계의 일부인 면역글로불린 E(IgE)가 음식 분자에 결속될 때 발생한다. 음식에 들어 있는 단백질이 보통 문제다. 이것은 히스타민 같은 염증성 화학물질의 방출을 촉발한다.진단은 대개 의학적 이력, 제거 다이어트, 피부 따끔따끔한 검사, 식품 특이 IgE 항체의 혈액 검사, 구강 식품 도전에 기초한다.

잠재적인 알레르기 유발 물질에 대한 조기 노출은 보호적일 수 있다. 관리는 주로 해당 식품을 피하고 노출이 발생할 경우 계획을 세우는 것을 포함한다. 이 계획에는 아드레날린을 투여하고 의료경보 장신구를 착용하는 것이 포함될 수 있다. 식품 알레르기에 대한 알레르겐 면역요법의 이점이 불분명하므로 권장하지 않는다. 아이들의 식품 알레르기의 일부는 우유, 계란, 콩을 포함하여 나이에 따라 해결되는 반면 견과류와 조개류 같은 것들은 일반적으로 그렇지 않다.

선진국에서는 약 4%에서 8%"
2258707f6c644858bdd447c902d93afd,알레르기
7f6ac4e382a040aa80ae0fc99361f98d,"5일 밝혔다. 성명서 작성에는 한반도선진화재단 이사장인 박재완 성균관대 국정관리대학원장(전 기획재정부 장관)과 윤증현 전 기획재정부 장관, 조동근 명지대 경제학과 교수(바른사회시민회의 공동대표), 윤창현 서울시립대 경영학부 교수 등 대학교수, 법조인, 전직 관료, 회계사 등 지식인·원로 1000명이 참여했다.이들은 성명서에서 △노동개혁 관련 법안의 이번 정기국회 내 처리 △임금피크제 활성화 및 임금체계 개편 △근로시간 단축의 단계적 시행 △파견·기간제 근로자에 대한 규제 완화와 저성과자 일반해고 기준 마련 △사업장 내 파업 허용 금지 등을 요구할 예정이다. 박 원장은 “노동개혁은 심각한 청년실업을 완화하고 추락하는 성장 잠재력을 복원하기 위해 더 이상"
09d747535dc04ceea4ad49430653621f,캘리포니아 기지는 점령 후 지온 군
24af21f6308943468f3bab391500a9fe,남미 자브로 다음 가는 대규모
839f8fbdb65143eb8a033ed7aee31038,화이트 베이스를 중심으로 잔존 함대를 재편성하고 아 바오아 쿠로의 진격을 재개했다. 지온 군도 솔라 레이의 위력으로 사기는 오르고 있었다. 연방군은 요새포를 무력하게 하기 위해 퍼블릭 돌격정
d6e94191b5964358be8520cad202cf29,방위력
c1ac377dd25a44cb8978c13830a89e95,"자크 II를 몰아 전함 5척을 격침하는 전과를 올리기도 했다. 지온 공국은 이 전과에 대해 2계급 특진과 함께 대대적인 선전에 이용했고, 이후 샤아 소좌는 지구연방군에게 '붉은 혜성'"
ea0ff4a5d8e8473e87ff84b53199a028,나레이션
9c5ff47bac9f470e86f1b6132978c7c3,171
f99d14fb4223418ca2233201cc43dd8b,"코로나19로 심각한 어려움에 빠진 관광스타트업들에게 시장에 대한 노하우와 인프라를 보유한 대형 여행사와의 협업 기회를 통해 포스트코로나 시대를 대비한 새로운 사업추진 동력을 확보토록 하는 데 목적이 있다. 협업 분야는 여행 콘텐츠, 서비스 플랫폼, IT, 신사업"
98ca087afa874cd38a8ee8844857513c,현대자동차 등 대기업을 비롯해 연예기획사나 공연기획사 등도 래핑버스를 자주 활용한다. 그런데 래핑버스는 현행 법상 ‘불법’이다. 옥외광고물 관리법은 교통수단에 광고물을 표시할 때 창문이 아닌 차체 옆면의 2분의 1에만 부착하도록 규정하고 있다. 기업들이 “승객을 태우지도 않는 광고홍보용 버스에 일반 차량과 동일한 규제를 적용하는 건 지나치다”고 불만을 토로하지만 소관 부처인 안전행정부
8e1e40f545794756b6fd4c71f2639c8b,121
457f9d8816724c9586e1a3f7d47030a1,2개
ecc1f6c85d90410cbda01a60beb21d58,"2013년 99건 등이다. 올 상반기에만 벌써 51명이 일반회생을 신청했다.일반회생은 서민이 주로 이용하는 ‘개인회생’과 달리 거액의 빚을 진 사람이 이용하는 제도다. 개인회생은 담보가 있는 빚이 10억원 이하, 담보 없는 빚이 5억원 이하인 사람이 대상이며, 채권자의 동의는 필요하지 않다. 개인회생을 신청할 수 있는 채무 액수를 초과한 사람이 찾는 게 일반회생이다.과거 개인사업자 등 회사 관계자들이 주로 신청했지만 불황이 길어지고 전문직 종사자 간 생존 경쟁이 치열해지면서 고소득 전문직 종사자들의 일반회생 신청이 늘어나고 있다.의료계 종사자들이 경제적 어려움에 빠지는 이유는 병원 개원 비용이 많이 드는 데다 병원이 늘면서 경쟁이 치열해졌기 때문이다.의사 A씨는 서울 압구정동에 미용 전문 성형외과를 열었다. 자금이 부족했던 A씨는 은행에서 대출을 받고 고가의 의료장비는 장기 대여 계약을 맺어 해결했다. 은행이자와 의료장비 비용 등 한 달에 갚아야 할 돈은 8000만원"
4ef2e01ee93f4233803d0328f72b6bab,’
a7f8e082a70f492abe90a436c278cae4,"《대전망 2014》(한경BUSINESS·Money 엮음, 한국경제신문, 484쪽, 1만9000원)는 한국과 세계 경제 전문가 110명이 분야별로 내년 경제를 심층 진단한 보고서다. △한국 경제 전반 △금융 △정치·사회 △글로벌 이슈 △산업·과학기술 △기업 경영 △재테크 등의 7개 챕터를 109개의 분야로 잘게 분류해 각 전문가가 집중 진단한다. 또 특별기획으로 2014년을 주도할 8개의 트렌드를 제시한다.책에서 전문가들은 한국 경제가 전반적으로 올해보다 나아질 가능성이 높은 것으로 전망하고 있다. 작년과 올해 2%대에 그쳤던 경제성장률이 내년엔 3% 후반으로 높아질 것으로 보인다. 자동차가 끌고 스마트폰과 반도체가 밀며 산업을 견인할 전망이다. 실물경기가 완만하게 회복세를 보이면 금융시장도 조금 나아질 것으로 예측했다. 미국 유럽 일본 등 선진국 시장이 회복할 것이라는 기대도 크다. 다만 정책 리스크가 변수다. 주식시장도 상승 흐름을 이어갈 수 있다.KOTRA는 세계 각지 주재원이 현장에서 직접 보고 전망한 《2014 KOTRA 세계경제 전망》(행성:B웨이브, 384쪽, 2만원)과 《2014 한국을 사로잡을 12가지 트렌드》(알키, 424쪽, 2만원) 를 동시에 펴냈다. KOTRA 역시 내년 세계 경제가 기지개를 켤 것으로 예측한다. 미국 경제가 계속 회복세를 유지하고 있고 유럽도 플러스 성장으로 돌아섰다는 것이다. 주춤거리는 신흥국 대신 아프리카가 기회의 땅으로 떠오르고 있다는 전망도 내놓는다. KOTRA는 또 보지 않아도 손으로 느낄 수 있는 ‘점자 스마트폰’과 같이 사회적 약자를 대상으로 한 사업, 마음속의 피터팬을 찾아 나선 ‘키덜트’를 대상으로 한 사업 등이 인기를 얻을 것으로 예측한다. 또 커피를 사면 커피머신을 무료로 주는 것처럼 싸게 산 것 같은 심리를 이용한 마케팅도 이용해볼 만하다. 내년의 트렌드를 예측한 《라이프 트렌드 2014》("
2e7965220b794c128f5799588f78df0f,"수서역에서 내린 사실을 확인하였다. 수서역 부근 상점 등을 집중적으로 수색하여 오후 8시 30분쯤 서울특별시 대치동 한 사우나에서 용의자를 검거하였다. 

이명철은 사건 당일 술을 마시고 무작정 지하철을 탔으며, 종점인 대화역에서 내려 인근 아파트 단지까지 들어갔다고 말하였다. 아파트 단지를 배회하다 마주친 피해 어린이가 여러 차례 힐끗 쳐다보자 성폭행을 할 목적으로 뒤쫓아가 폭행하며 납치를 시도했다고 진술하였다. 한편 이명철은 미성년자를 상습적으로 강간한 혐의로 징역 10년을 선고받고 2년 전 출소한 것으로 알려졌다.

이 후, 이명철은 의정부지방법원 고양지원으로부터 징역 15년을 선고받고 구속 수감되었으나, 이후 서울고등법원에서 열린 항소심 선고 공판에서 징역 8년으로 감형되었다. 그리고 2009년 2월 12일 대법원은 그에게 징역 8년을 선고한 원심을 확정하였다.

이명철은 2016년 4월 2일 출소한 것으로 알려지며, 재판 당시는 전자발찌 제도 도입 바로 직전이라 전자발찌 착용 명령이 떨어지지 않았지만, 지금은 전자발찌 소급제도가 생겨서 현재 착용하고 있을 가능성"
3e95f9648c4d4c33b4321bad59af1bd5,서울
a55267f176db4de5a38320367ed1dd55,나흘
db654100d3224b709c2f295e3a443c55,인산 탈수소효소가 세포 스트레스에 반응하여 일산화 탄소에 의해 S-나이트로실화되어 유비퀴틴 연결효소인 SIAH1 단백질에 결합하는 것을 입증했다. 복합체는 핵으로 이동하여 SIAH1은 분해를 위해 핵 단백질을 표적으로 하여 조절된 세포 셧다운을 개시한다. 후속 연구에서 연구팀은 파킨슨병을 치료하기 위해 임상적으로 사용된 데프레닐이 S-나이트로실화를 방지함으로써 글리세르알데하이드 3-인산 탈수소효소의 아폽토시스
70e8ba63f75d4210872eba40593cf859,"3의 기능은 아니지만, 위에서 서술한 전사 활성화에서와 같이 DNA에 글리세르알데하이드 3-인산 탈수소"
cc97a7df4a2a49089d0af03f9ba52fe5,"36m가 된다.

사람들의 머리카락은 동물들의 털의 기능인 보온의 기능과 별도로 미용이 가장 크며, 그래서 사람은 머리카락을 기르거나 자르거나 염색하거나 머리 모양을 만드는 등의 관리를 함으로써 자신을 꾸민다. 이때 이러한 일을 전문적으로 하는 사람을 주로 남자의 머리카락을 관리하는 사람은 이발사, 주로 여자의 머리카락을 관리하는 사람은 미용사"
892ae41317c5454da1508bc485ca06bf,중국
da9406d63b7e472693f6808f4a9510a6,1202
118ec0d35f7e4229adf395697548441b,이마트
ce4cdee1f91e40d893b6921093f80a88,약품
1afb1f27b7d045e1be95dd695ed0d122,住
56244d02af244a0f9e53f93e360c4daf,돌길
d767477d74884f6e9b4b00c7af02775b,1970년대 경부고속도로 △1980년대 D램 메모리반도체 △1990년대 한국형 표준 원자력발전소 △2000년대 초음속고등훈련기 T-50 △2010년대 우주발사체 나로호 등이 꼽혔다. 이번 조사는 지난달 24일부터 이달 17일까지 온라인 투표로 진행됐다. 총 1만7567명
d03d1ee0450d4df1bf9ac084b16a6de7,"22일 ‘광복 70년, 과학기술 대표 성과 70선’"
66e29b2327cc421bb31d37be0ca66cbc,오사카 츠타야 에비스바시 지점에 이어 세 번째로 선보이는 이번 팝업스토어는 도쿄 최고의 핫플레이스
dd0ab12d9a114116b48632301d7a887d,8시
d1289e59884343199ab8f1d4206fdd8b,"2013년의 의미는 특별하다고 했다. 지난달 금호석유화학이 3년 만에 채권은행 공동관리절차(자율협약)에서 벗어났기 때문이다. 박 회장은 기자와 만나 신규 투자 계획 등 사업 구상을 들려줬다. 2009년 말 금호아시아나그룹이 유동성 위기로 어려움에 처한 뒤 금호석유화학은 글로벌 경기 침체 속에서 돌파구를 찾으며 자율협약 졸업을 준비해왔다. 2010년과 2011년 2년 연속 역대 최고 실적을 올렸고, 지난해에도 만족스럽지는 않지만 나름대로 ‘선방’했다. 박 회장은 “합성고무 시장도 정체 상태”라며 “경기가 빠른 시일 내 회복되진 않을 것 같다”고 전망했다. 그럼에도 올해 목표를 공격적으로 잡았다. “경기 침체에 업황이 좋지 않아 지난해 영업이익은 2400억원으로 전년도의 3분의 1 수준이었다”며 “어려운 가운데서도 올해는 매출 8조원, 영업이익 4000억원"
ff5d575b472e4262a46baf7da37bdd03,"요식행위가 돼 버렸다.각 법원의 재판부는 수년 전부터 법정에 설문지를 비치해 방문객이 작성하도록 하고 있다. 그런데 의견 수렴을 할지 말지 여부는 재판장 재량이고 설문 수거와 열람도 재판부가 알아서 한다. 대법원은 이를 실시하는 재판부가 얼마나 되는지, 설문지 활용도가 얼마나 되는지 알지 못한다. 상황이 이렇다 보니 시민의 쓴소리는 재판 업무에 반영되기 어렵다. 설문조사의 존재감이 없다 보니 시민단체 ‘법률소비자연맹’도 법원이 이런 일을 하고 있는지 모르고 있었다. 기자도 취재를 위해 법정에 수차례 들락거렸"
b0b46c54c04049638eac9d9800636165,"2012년 9월 설립된 스타트업 터치웍스는 누구나 갖고 있는 신용카드 교통카드 사원증이나 근접무선통신(NFC) 기능이 있는 스마트폰 등으로 이를 해결하는 방법을 고안해 ‘터칭’이란 서비스를 지난해 3월 내놓았다. 지난 10일 서울 청담동 사무실에서 만난 강승훈 터치웍스 대표는 “교통카드나 사원증을 갖다 대기만 하면 매장의 포인트를 적립할 수 있는 서비스”라며 “매장 입장에서도 이 서비스를 도입하는 데 큰 돈이 들지 않아 중소 상공인들이 간편하게 쿠폰을 발행하고 고객관리를 할 수 있게 된다”고 설명했다. ○카드로 찍고 앱으로 확인터칭을 쓰기 위해서는 교통카드처럼 무선주파수(RF) 방식으로 터치 기능이 되는 카드만 들고 있으면 된다. 강 대표는 기자에게 교통카드 기능이 있는 신용카드를 빌려 어떻게 작동하는지 직접 보여줬다. RF리더기에 카드를 갖다 대자 노트북에 ‘등록이 안 된 카드’라며 전화번호를 입력하고 등록할 것을 요구하는 화면이 떴다. 전화번호를 입력하면 그 매장의 회원이 되고, 앞으로는 카드를 갖다 대기만 하면 포인트가 적립된다. 한 전화번호로 여러 카드를 등록해 쓸 수 있어 만약 사원증을 놔두고 왔다면 교통카드를 내밀어도 마찬가지로 적립이 된다. 이용자가 자신의 포인트나 쿠폰 적립 현황을 보고 싶으면 스마트폰에 터칭 앱을 깔면 된다. 강 대표는 “기존의 멤버십 시스템이 갖고 있던 두 가지 불편을 해소했다”고 말했다. 그가 말하는 불편이란 멤버십 카드를 들고 다녀야 하는 점과 포인트를 적립하기 위해서 도장을 찍거나 바코드를 읽어야 하는 점이다. 최근에는 SK플래닛의 ‘스마트월렛’, 나인플라바의 ‘위패스’, 스포카의 ‘도도’, 티켓몬스터의 ‘티몬플러스’ 등 스마트폰 앱을 이용한 적립 서비스가 나오고 있지만 바코드로 적립하는 방식이라 기존의 불편함을 완전히 해소하지 못하고 있다고 그는 강조했다. 강 대표는 “중소 상공인을 위한 여러 적립 시스템이 등장했지만 널리 퍼지지 못한 가장 큰 이유는 도입 비용 때문이었다”고 했다. 정부가 의욕을 갖고 추진했던 NFC는 물론이고 스마트폰 앱을 이용한 적립 방식도 70만원이 넘는 아이패드를 매장 주인이 사야만 해 부담이었다는 얘기다. 터칭은 노트북이나 PC에 3만원짜리 RF리더기만 연결하면 된다. ○입소문 타고 제휴요청 잇따라 터치웍스는 세 명의 공동 창업자가 세웠다. 강 대표는 코스닥 상장사인 코나아이에서 스마트카드 개발팀장으로 11년 동안 일했다. 나준채 이사는 KTF에서 5년"
8987a4c74cf147c7b9849cea566ce85e,"무선주파수(RF) 방식으로 터치 기능이 되는 카드만 들고 있으면 된다. 강 대표는 기자에게 교통카드 기능이 있는 신용카드를 빌려 어떻게 작동하는지 직접 보여줬다. RF리더기에 카드를 갖다 대자 노트북에 ‘등록이 안 된 카드’라며 전화번호를 입력하고 등록할 것을 요구하는 화면이 떴다. 전화번호를 입력하면 그 매장의 회원이 되고, 앞으로는 카드를 갖다 대기만 하면 포인트가 적립된다. 한 전화번호로 여러 카드를 등록해 쓸 수 있어 만약 사원증을 놔두고 왔다면 교통카드를 내밀어도 마찬가지로 적립이 된다. 이용자가 자신의 포인트나 쿠폰 적립 현황을 보고 싶으면 스마트폰에 터칭 앱을 깔면 된다. 강 대표는 “기존의 멤버십 시스템이 갖고 있던 두 가지 불편을 해소했다”고 말했다. 그가 말하는 불편이란 멤버십 카드를 들고 다녀야 하는 점과 포인트를 적립하기 위해서 도장을 찍거나 바코드를 읽어야 하는 점이다. 최근에는 SK플래닛의 ‘스마트월렛’, 나인플라바의 ‘위패스’,"
d7bcf607c6d34b5baa2b6fb636c78bfc,칠곡
5adf4dccc7d2406dadf2f5b25c16257b,19
78b9ab3ae85841afb3a09b9d8ed5a248,적대시
33e30ec59a724e68939a0977bccc864d,김학우
24c6e791a5b84c40a3c33fd3d677328f,"1916년 4월에는 매일신보 기자와의 공개 인터뷰를 하였다. 이때 그는 ""조선인의 부력(富力)이 내지인과 필적하게 납세 및 기타 국민된 의무를 행하게 된다면, 어찌 내지인과 똑같이 동등한 권리를 향유하지 못하겠는가. 참정권을 획득함은 물론이고, 비록 국무대신이나 주외(駐外)"
d2631aedb48b476383ed0b9468d78c6f,이규승
82f42d9aa2d94b3ab591c9843258dcfd,강원도
a2f0258f0b5548af8fe5f3855263fd93,允
0b753b632aa746a7ba8c104ba19bd5f8,강원도 춘천군 부내면 위천리(府內面
2b7fdce1f6b649d2b0168ad515899fd6,관람객
e8e5b121a57346a08b832b57fab72eda,매개념
41d5bc55e1b74a9a90e735146ad6fda0,결혼
53820f0e83f04ee0ab37650fd5b92769,"파리에 파견되더라도 서구인들이 내가 누군지 알리가 없다. 일제의 학정을 폭로하고 선전하기 위해서는 누군가 국내에서 독립을 선언해야 된다. 파견되는 사람은 희생당하겠지만 국내에서 무슨 사건이 발생해야 내가 맡은 사명이 잘 수행될 것이다. 

또한 때마침 발생한 고종의 갑작스러운 죽음 역시 일본인들이 고종을 독살 하였다는 이야기가 나돌아 절묘하게 만세시위 확산에 기여하였다. 윤치호는 자신의 일기에 고종의 죽음 역시 국민적 감정을 자극해서 만세시위가 확산되는 계기를 마련했다고 기록하고 있다.

고종황제가 이 왕세자와 나시모토 공주의 결혼식을 꼭 나흘 앞두고 승하하는 바람에, 스스로 목숨을 끊은 것이라는 소문이 나돌고 있다. 정말이지 얼토당토 않은 얘기다. 예전에 이미 굴욕을 감수한 고종황제가 이제 와서 하찮은 일에 억장이 무너져 자살했다는 게 말이 되나? 더구나 어린 왕세자의 일본 공주의 결혼이야말로 왕실의 입장에서는 경사"
0dfaed376831484b9f8dc64c06f8f562,대구
5c1a55177709416591a3903fedeaaaed,베르트랑
0031e1338b1b4c31bbf9e099f68f398d,25조5693억원
54dbbc4eb7674832a12915e770562639,"23일 서울 종로구 배화여고에서 ‘배화여고 총동문 비상대책위원회’ 발족식을 열고 ‘여성 명문’으로서 배화여중·여고·여대의 정체성을 지켜야 한다고 주장했다.학교법인 배화학원은 지난 6월5일 이사회에서 법인 정관 등에 있는 ‘여성교육’이라는 낱말을 모두 ‘교육’으로 바꾸면서 남학생 유치를 추진해왔다. 최근엔 평생교육원 전문학사과정을 ‘남학생도 다닐 수 있는 학점은행제 대학’이라고 홍보하고, 남학생이 포함된 캠퍼스 투어도 진행했다. 비대위는 “배화학원의 근간을 흔드는 정관 개정을 공청회 한번 거치지 않고 진행해 학내 구성원 모두의 정체성을 짓밟았다”며 “시류를 좇아 남녀공학을 추진하기보다 배화여대만의 특성화에 집중해야 한다”고 강조했다.이에 앞서 덕성여대도 올해 초 이원복 총장이 취임일"
a55ba03e6f2348608890bb1a5e4f9679,이사오
d6f8f9a372f3451488f62a9f3e58e0be,"피터 실턴과 1:1 상황에서 헤딩 경합을 했다. 당시 잉글랜드 선수가 마지막으로 공을 건드렸기 때문에 마라도나는 오프사이드가 아니었다. 마라도나는 키가 168cm에 불과한 반면, 실턴은 185cm였고 게다가 손을 쓸 수 있는 골키퍼였기 때문에 실턴이 마라도나보다 유리한 상황이었다. 그런데 마라도나는 헤더 경합 도중 왼손 주먹으로 공을 건드려서 공을 잉글랜드 골문에 밀어넣었다. 더욱 놀라운 일은 주심이 이것을 득점으로 인정했다는 것이다. (후에 경기의 주심은 자기는 손으로 넣었는지 머리로 넣었는지 확실히 알 수 없었으나, 선심에게 문의한 결과 손으로 넣은 것이 아니라고 했기 때문에 골로 인정했다고 밝혔다.) 잉글랜드 선수들은 격렬하게 항의했으나 판정은 번복되지 않았다.

이 골은 결국 득점으로 인정되었고, 후에 마라도나가 다시 한 골을 추가해서 아르헨티나가 2-0으로 앞서게 된다. 잉글랜드는 게리"
5123bb80ff12415196205c47b3678f26,음운
7fddd3f93e1e4c94a84a1b88eb1e6ea0,사라센
